indicador_id,periodo,valor,semana_inicio
esp_consagracion_v_pct_S47,S47,67.3,18/11/2024
esp_bautismo_total_S51,S51,598,23/12/2024
esp_consagracion_2_var_S14,S14,-0.2,07/04/2025
salud_medicion_total_mar25,mar-25,351,03/03/2025
salud_medicion_total_S04,S04,283,27/01/2025
esp_consagracion_v_total_S07,S07,922,17/02/2025
esp_bautismo_total_dec24,dec24,599,09/12/2024
esp_bautismo_total_S08,S08,635,17/02/2025
esp_bautismo_pct_S08,S08,46.2,17/02/2025
esp_bautismo_total_feb25,feb-25,628,03/02/2025
salud_medicion_total_S11,S11,368,17/03/2025
salud_medicion_var_S08,S08,0.6,24/02/2025
esp_consagracion_v_pct_S17,S17,66.9,28/04/2025
esp_bautismo_total_S52,S52,597,30/12/2024
esp_consagracion_sc_pct_apr25,apr25,61.1,21/04/2025
esp_consagracion_sc_pct_apr25,apr25,61.1,14/04/2025
esp_consagracion_v_total_S06,S06,919,10/02/2025
esp_bautismo_total_feb25,feb-25,631,10/02/2025
salud_medicion_pct_S20,S20,33,19/05/2025
esp_bautismo_pct_dec24,dec24,44,16/12/2024
salud_medicion_var_S09,S09,6.8,03/03/2025
esp_consagracion_v_total_S02,S02,906,13/01/2025
esp_bautismo_total_apr25,apr25,642,21/04/2025
esp_bautismo_pct_S04,S04,46.7,20/01/2025
esp_consagracion_2_var_S20,S20,-0.7,19/05/2025
esp_bautismo_pct_S10,S10,46.2,10/03/2025
esp_consagracion_sc_pct_mar25,mar-25,61.6,31/03/2025
esp_consagracion_sc_pct_S01,S01,63,06/01/2025
esp_consagracion_2_pct_S04,S04,65.7,20/01/2025
esp_consagracion_sc_pct_mar25,mar-25,62.5,03/03/2025
esp_consagracion_sc_var_S06,S06,0.1,10/02/2025
esp_bautismo_pct_feb25,feb-25,46.9,10/02/2025
esp_consagracion_2_pct_dec24,dec24,65.1,09/12/2024
esp_consagracion_v_pct_S13,S13,67.3,24/03/2025
salud_medicion_total_dec24,dec24,274,23/12/2024
esp_bautismo_var_S12,S12,-0.6,24/03/2025
salud_medicion_total_S02,S02,275,13/01/2025
salud_medicion_pct_mar25,mar-25,32.7,24/03/2025
esp_bautismo_total_S47,S47,598,18/11/2024
esp_consagracion_2_pct_feb25,feb-25,64.9,24/02/2025
salud_medicion_pct_S17,S17,32.8,28/04/2025
esp_consagracion_v_total_S04,S04,917,27/01/2025
U2040_S50,S50,1360,16/12/2024
esp_bautismo_pct_dec24,dec24,44.1,09/12/2024
U2040_S13,S13,1387,24/03/2025
esp_consagracion_sc_total_S13,S13,854,24/03/2025
esp_bautismo_total_S14,S14,639,07/04/2025
esp_consagracion_sc_pct_dec24,dec24,63.1,16/12/2024
salud_medicion_pct_S02,S02,20.3,13/01/2025
salud_medicion_pct_dec24,dec24,20.3,09/12/2024
esp_consagracion_v_pct_apr25,apr25,67,14/04/2025
salud_medicion_pct_apr25,apr25,32.8,14/04/2025
esp_bautismo_var_S01,S01,0,06/01/2025
esp_consagracion_2_total_S12,S12,892.5,24/03/2025
esp_consagracion_2_pct_mar25,mar-25,64.5,24/03/2025
esp_consagracion_sc_total_S50,S50,858,16/12/2024
esp_consagracion_2_pct_apr25,apr25,64.1,21/04/2025
U2040_S11,S11,1372,17/03/2025
salud_medicion_pct_apr25,apr25,32.9,21/04/2025
esp_consagracion_sc_pct_S13,S13,61.6,31/03/2025
esp_consagracion_sc_var_S10,S10,0,10/03/2025
esp_consagracion_2_pct_S10,S10,65.1,10/03/2025
salud_medicion_var_S03,S03,2.6,20/01/2025
esp_consagracion_2_pct_S01,S01,65,06/01/2025
esp_consagracion_2_pct_jan25,jan25,65,06/01/2025
esp_consagracion_2_pct_dec24,dec24,65,30/12/2024
esp_bautismo_total_S13,S13,638,24/03/2025
esp_consagracion_sc_var_S17,S17,-0.2,28/04/2025
esp_bautismo_pct_S48,S48,44.3,25/11/2024
esp_consagracion_2_var_S10,S10,0,10/03/2025
salud_medicion_total_mar25,mar-25,368,10/03/2025
esp_bautismo_pct_S13,S13,46,31/03/2025
salud_medicion_total_jan25,jan25,283,20/01/2025
salud_medicion_total_dec24,dec24,274,30/12/2024
esp_consagracion_sc_total_S20,S20,851,19/05/2025
esp_consagracion_v_var_S05,S05,0.9,03/02/2025
esp_consagracion_sc_pct_S15,S15,61.1,14/04/2025
esp_bautismo_total_apr25,apr25,643,14/04/2025
esp_bautismo_pct_mar25,mar-25,46.2,17/03/2025
esp_consagracion_v_var_S51,S51,0.1,23/12/2024
esp_consagracion_sc_total_S02,S02,853,13/01/2025
salud_medicion_pct_jan25,jan25,20.3,13/01/2025
U2040_S04,S04,1346,20/01/2025
esp_consagracion_sc_pct_S52,S52,63,30/12/2024
esp_consagracion_2_pct_S07,S07,65,17/02/2025
esp_consagracion_sc_pct_S19,S19,61.2,12/05/2025
esp_bautismo_var_S19,S19,0.1,12/05/2025
esp_consagracion_sc_pct_S47,S47,63.4,18/11/2024
esp_consagracion_v_var_S09,S09,0.6,03/03/2025
esp_consagracion_sc_pct_S07,S07,62.6,17/02/2025
esp_consagracion_2_pct_may25,may-25,64.1,19/05/2025
esp_consagracion_v_var_S13,S13,-0.1,24/03/2025
esp_consagracion_v_pct_S17,S17,67,21/04/2025
esp_consagracion_sc_pct_mar25,mar-25,62.5,10/03/2025
esp_consagracion_2_pct_S47,S47,65.4,18/11/2024
esp_bautismo_pct_mar25,mar-25,46.2,03/03/2025
esp_bautismo_total_S20,S20,644,19/05/2025
esp_consagracion_sc_var_S16,S16,-0.1,21/04/2025
salud_medicion_total_S50,S50,275,16/12/2024
esp_consagracion_2_total_S19,S19,897.5,12/05/2025
esp_consagracion_sc_total_S08,S08,857,24/02/2025
salud_medicion_pct_S04,S04,20.9,27/01/2025
esp_consagracion_sc_pct_S50,S50,63.1,16/12/2024
salud_medicion_total_dec24,dec24,275,16/12/2024
esp_consagracion_v_pct_S52,S52,67,23/12/2024
esp_consagracion_v_total_S20,S20,944,19/05/2025
esp_consagracion_v_pct_S01,S01,67,06/01/2025
salud_medicion_pct_S52,S52,20.3,30/12/2024
esp_consagracion_2_total_S52,S52,877.5,30/12/2024
esp_consagracion_2_var_S06,S06,0.2,10/02/2025
esp_consagracion_2_pct_S05,S05,65.8,03/02/2025
esp_bautismo_pct_S52,S52,44.2,30/12/2024
esp_bautismo_pct_jan25,jan25,46.4,27/01/2025
esp_bautismo_var_S08,S08,-1.4,17/02/2025
U2040_S18,S18,1390,05/05/2025
esp_consagracion_sc_pct_S11,S11,62.5,17/03/2025
esp_consagracion_2_pct_jan25,jan25,65.4,27/01/2025
esp_consagracion_sc_pct_S06,S06,63.5,10/02/2025
esp_bautismo_pct_dec24,dec24,44.3,25/11/2024
esp_consagracion_v_total_S10,S10,929,10/03/2025
esp_consagracion_v_total_S17,S17,932,28/04/2025
esp_consagracion_2_pct_S17,S17,64,28/04/2025
salud_medicion_pct_dec24,dec24,20.3,30/12/2024
esp_bautismo_pct_S14,S14,46.1,07/04/2025
esp_bautismo_total_S17,S17,642,21/04/2025
salud_medicion_pct_feb25,feb-25,20.9,03/02/2025
esp_consagracion_sc_total_S10,S10,857,10/03/2025
esp_consagracion_2_var_S01,S01,0,06/01/2025
esp_bautismo_pct_S04,S04,46.4,27/01/2025
esp_consagracion_2_var_S13,S13,0,31/03/2025
esp_bautismo_pct_jan25,jan25,44.4,20/01/2025
esp_consagracion_2_var_S47,S47,,18/11/2024
esp_consagracion_v_var_S52,S52,0,30/12/2024
salud_medicion_total_feb25,feb-25,285,10/02/2025
esp_bautismo_pct_S20,S20,46,19/05/2025
esp_consagracion_sc_total_S16,S16,851,21/04/2025
salud_medicion_var_S19,S19,-0.1,12/05/2025
esp_consagracion_v_pct_may25,may-25,67.9,12/05/2025
esp_bautismo_pct_nov24,nov-24,44.1,18/11/2024
esp_consagracion_v_var_S08,S08,-0.2,24/02/2025
esp_consagracion_v_pct_feb25,feb-25,67.3,24/02/2025
esp_consagracion_sc_pct_apr25,apr25,61.2,21/04/2025
esp_consagracion_2_total_S48,S48,883,25/11/2024
esp_bautismo_pct_S47,S47,44.1,18/11/2024
salud_medicion_var_S04,S04,0.4,20/01/2025
salud_medicion_pct_jan25,jan25,21,20/01/2025
esp_bautismo_pct_may25,may-25,46,19/05/2025
esp_consagracion_2_var_S19,S19,0.6,12/05/2025
esp_consagracion_2_total_S47,S47,887,18/11/2024
U2040_S09,S09,1370,03/03/2025
esp_consagracion_2_var_S04,S04,-0.5,27/01/2025
esp_consagracion_2_pct_S20,S20,64.1,19/05/2025
esp_consagracion_v_pct_S50,S50,66.9,16/12/2024
esp_consagracion_v_var_S10,S10,0.1,10/03/2025
esp_consagracion_2_var_S08,S08,-0.2,24/02/2025
esp_bautismo_total_feb25,feb-25,634,17/02/2025
esp_consagracion_v_var_S50,S50,-0.2,16/12/2024
esp_consagracion_2_total_S18,S18,891.5,05/05/2025
salud_medicion_pct_mar25,mar-25,26.8,17/03/2025
salud_medicion_total_S47,S47,270,18/11/2024
salud_medicion_total_nov24,nov-24,270,18/11/2024
esp_consagracion_2_total_S17,S17,891.5,28/04/2025
esp_consagracion_2_pct_S11,S11,65.1,17/03/2025
salud_medicion_var_S11,S11,0,17/03/2025
esp_consagracion_v_pct_apr25,apr25,67,21/04/2025
esp_consagracion_sc_total_S51,S51,857,23/12/2024
esp_bautismo_total_mar25,mar-25,635,24/03/2025
U2040_S13,S13,1387,31/03/2025
esp_consagracion_sc_pct_nov24,nov-24,63.4,18/11/2024
esp_consagracion_v_pct_feb25,feb-25,68.2,03/02/2025
esp_bautismo_pct_apr25,apr25,46.1,07/04/2025
esp_bautismo_total_S50,S50,599,16/12/2024
salud_medicion_pct_S15,S15,32.8,14/04/2025
esp_consagracion_2_pct_apr25,apr25,64,14/04/2025
esp_consagracion_sc_total_S52,S52,851,23/12/2024
esp_bautismo_var_S07,S07,0.2,17/02/2025
esp_bautismo_pct_S16,S16,46.2,21/04/2025
salud_medicion_var_S02,S02,0.2,13/01/2025
esp_consagracion_v_pct_feb25,feb-25,67.2,17/02/2025
salud_medicion_total_S52,S52,274,30/12/2024
salud_medicion_pct_nov24,nov-24,19.9,18/11/2024
esp_consagracion_v_pct_S12,S12,67.4,24/03/2025
U2040_S02,S02,1352,13/01/2025
esp_bautismo_total_jan25,jan25,598,13/01/2025
salud_medicion_pct_S08,S08,25.6,17/02/2025
salud_medicion_var_S01,S01,0,06/01/2025
salud_medicion_total_feb25,feb-25,329,24/02/2025
esp_consagracion_2_total_S06,S06,886.5,10/02/2025
esp_bautismo_total_S16,S16,643,21/04/2025
esp_bautismo_total_apr25,apr25,643,21/04/2025
esp_bautismo_total_S11,S11,634,17/03/2025
esp_consagracion_sc_var_S04,S04,0.4,20/01/2025
salud_medicion_total_dec24,dec24,275,09/12/2024
esp_consagracion_sc_var_S04,S04,-0.3,27/01/2025
esp_consagracion_sc_var_S51,S51,0.1,23/12/2024
salud_medicion_total_feb25,feb-25,351,17/02/2025
esp_bautismo_total_feb25,feb-25,635,24/02/2025
esp_consagracion_v_total_S51,S51,909,23/12/2024
esp_bautismo_total_dec24,dec24,597,30/12/2024
esp_consagracion_sc_var_S19,S19,-0.1,12/05/2025
esp_consagracion_2_pct_mar25,mar-25,65.1,10/03/2025
salud_medicion_var_S13,S13,0,31/03/2025
salud_medicion_pct_S47,S47,19.9,18/11/2024
esp_bautismo_pct_S09,S09,46.2,03/03/2025
esp_bautismo_total_dec24,dec24,597,23/12/2024
esp_consagracion_v_var_S17,S17,0.2,21/04/2025
salud_medicion_pct_S14,S14,32.8,07/04/2025
U2040_S48,S48,1351,25/11/2024
esp_consagracion_2_var_S18,S18,0.2,05/05/2025
esp_consagracion_v_pct_S13,S13,67.3,31/03/2025
esp_consagracion_sc_total_S49,S49,858,09/12/2024
salud_medicion_pct_S18,S18,32.9,05/05/2025
salud_medicion_total_S19,S19,458,12/05/2025
esp_consagracion_v_pct_may25,may-25,67.1,05/05/2025
esp_bautismo_total_jan25,jan25,628,20/01/2025
salud_medicion_var_S14,S14,0.1,07/04/2025
esp_consagracion_2_var_S16,S16,-0.1,21/04/2025
esp_consagracion_2_pct_may25,may-25,64.1,05/05/2025
esp_consagracion_2_pct_mar25,mar-25,65.1,17/03/2025
esp_consagracion_2_var_S48,S48,0,25/11/2024
esp_bautismo_total_S03,S03,602,20/01/2025
esp_consagracion_sc_pct_S48,S48,63.4,25/11/2024
esp_bautismo_total_S08,S08,635,24/02/2025
salud_medicion_pct_apr25,apr25,32.8,07/04/2025
esp_bautismo_var_S06,S06,0.6,10/02/2025
esp_consagracion_sc_pct_may25,may-25,60.7,19/05/2025
esp_consagracion_2_total_S50,S50,884,16/12/2024
esp_bautismo_pct_mar25,mar-25,46.2,10/03/2025
salud_medicion_total_S52,S52,274,23/12/2024
esp_consagracion_sc_var_S47,S47,,18/11/2024
esp_bautismo_var_S05,S05,0.4,03/02/2025
salud_medicion_var_S15,S15,0.2,14/04/2025
salud_medicion_total_S03,S03,283,20/01/2025
esp_bautismo_pct_dec24,dec24,44.2,23/12/2024
esp_consagracion_sc_pct_S10,S10,62.5,10/03/2025
esp_consagracion_sc_pct_S52,S52,63,23/12/2024
esp_consagracion_v_pct_jan25,jan25,67.6,27/01/2025
esp_bautismo_total_S07,S07,634,17/02/2025
salud_medicion_pct_S03,S03,20.9,20/01/2025
esp_consagracion_sc_pct_S17,S17,61.1,28/04/2025
U2040_S52,S52,1350,23/12/2024
esp_consagracion_v_pct_S02,S02,67,13/01/2025
salud_medicion_var_S49,S49,1.8,09/12/2024
salud_medicion_total_dec24,dec24,269,25/11/2024
esp_bautismo_pct_feb25,feb-25,46.3,17/02/2025
esp_bautismo_pct_jan25,jan25,44.2,13/01/2025
esp_consagracion_v_pct_dec24,dec24,67.3,25/11/2024
esp_bautismo_total_S13,S13,638,31/03/2025
salud_medicion_var_S47,S47,,18/11/2024
salud_medicion_var_S52,S52,-0.2,23/12/2024
esp_consagracion_v_var_S04,S04,-0.7,27/01/2025
esp_consagracion_v_pct_S51,S51,67,23/12/2024
esp_consagracion_sc_var_S07,S07,0.2,17/02/2025
esp_consagracion_sc_var_S12,S12,-1.3,24/03/2025
salud_medicion_var_S08,S08,20.6,17/02/2025
esp_consagracion_v_pct_S15,S15,67,14/04/2025
esp_consagracion_sc_pct_jan25,jan25,63.4,20/01/2025
esp_consagracion_sc_pct_S12,S12,61.7,24/03/2025
esp_consagracion_v_total_S08,S08,923,17/02/2025
esp_bautismo_total_dec24,dec24,598,25/11/2024
esp_bautismo_total_S01,S01,597,06/01/2025
esp_consagracion_v_total_S16,S16,932,21/04/2025
esp_consagracion_2_var_S03,S03,0.4,20/01/2025
esp_consagracion_v_pct_S09,S09,67.7,03/03/2025
esp_consagracion_2_pct_dec24,dec24,65,16/12/2024
esp_consagracion_sc_pct_S13,S13,61.6,24/03/2025
salud_medicion_pct_dec24,dec24,20.3,23/12/2024
salud_medicion_pct_feb25,feb-25,21.2,10/02/2025
salud_medicion_pct_S50,S50,20.2,16/12/2024
esp_consagracion_v_pct_S08,S08,67.2,17/02/2025
salud_medicion_total_mar25,mar-25,454,31/03/2025
U2040_S10,S10,1372,10/03/2025
esp_bautismo_total_apr25,apr25,643,28/04/2025
esp_consagracion_2_pct_jan25,jan25,65.1,13/01/2025
esp_consagracion_v_pct_mar25,mar-25,67.7,10/03/2025
esp_consagracion_v_pct_S08,S08,67.3,24/02/2025
esp_consagracion_v_pct_dec24,dec24,67,23/12/2024
esp_consagracion_v_total_S13,S13,934,31/03/2025
esp_consagracion_2_total_S51,S51,883,23/12/2024
salud_medicion_total_may25,may-25,458,12/05/2025
esp_bautismo_var_S13,S13,0,31/03/2025
esp_bautismo_pct_S11,S11,46.2,17/03/2025
esp_consagracion_v_total_S47,S47,913,18/11/2024
esp_consagracion_sc_var_S08,S08,-0.2,24/02/2025
salud_medicion_pct_dec24,dec24,20.2,16/12/2024
esp_consagracion_2_pct_S02,S02,65.1,13/01/2025
esp_bautismo_total_S10,S10,634,10/03/2025
esp_consagracion_2_pct_S03,S03,65.3,20/01/2025
esp_consagracion_v_total_S08,S08,923,24/02/2025
esp_consagracion_sc_pct_S14,S14,61.4,07/04/2025
esp_consagracion_2_total_S07,S07,889,17/02/2025
esp_bautismo_total_S19,S19,644,12/05/2025
esp_bautismo_total_feb25,feb-25,635,17/02/2025
esp_bautismo_var_S17,S17,-0.1,28/04/2025
salud_medicion_pct_S12,S12,32.2,24/03/2025
esp_consagracion_v_pct_S16,S16,66.9,21/04/2025
esp_consagracion_v_total_S50,S50,910,16/12/2024
esp_consagracion_sc_var_S08,S08,-1.7,17/02/2025
salud_medicion_total_S04,S04,282,20/01/2025
V_total_S01,S01,2702,06/01/2025
guias_S01,S01,11,06/01/2025
V_percent_S01,S01,199.9,06/01/2025
U2040_S01,S01,1352,06/01/2025
V_var_S01,S01,99.9,06/01/2025
guias_S03,S03,11,20/01/2025
V_total_S03,S03,4058,20/01/2025
V_var_S03,S03,49.7,20/01/2025
V_percent_S03,S03,299.3,20/01/2025
U2040_S03,S03,1356,20/01/2025
U2040_S04,S04,1346,26/01/2025
V_var_S04,S04,-66.6,26/01/2025
V_percent_S04,S04,100,26/01/2025
guias_S04,S04,11,26/01/2025
V_total_S04,S04,1346,26/01/2025
V_var_S04,S04,299,27/01/2025
V_percent_S04,S04,399,27/01/2025
U2040_S04,S04,1357,27/01/2025
guias_S04,S04,11,27/01/2025
V_total_S04,S04,5415,27/01/2025
U2040_S05,S05,1347,03/02/2025
V_var_S05,S05,-49.9,03/02/2025
V_percent_S05,S05,199.9,03/02/2025
guias_S05,S05,11,03/02/2025
V_total_S05,S05,2693,03/02/2025
U2040_S06,S06,1345,10/02/2025
V_total_S06,S06,4038,10/02/2025
V_var_S06,S06,50.2,10/02/2025
V_percent_S06,S06,300.2,10/02/2025
guias_S06,S06,11,10/02/2025
V_percent_S12,S12,100,23/03/2025
V_var_S12,S12,-66.7,23/03/2025
guias_S12,S12,11,23/03/2025
V_total_S12,S12,1383,23/03/2025
U2040_S12,S12,1383,23/03/2025
guias_S12,S12,11,24/03/2025
U2040_S12,S12,1383,24/03/2025
V_var_S12,S12,100,24/03/2025
V_total_S12,S12,2766,24/03/2025
V_percent_S12,S12,200,24/03/2025
U2040_S13,S13,1387,30/03/2025
V_var_S13,S13,-50,30/03/2025
guias_S13,S13,11,30/03/2025
V_percent_S13,S13,100,30/03/2025
V_total_S13,S13,1387,30/03/2025
V_total_S13,S13,4153,31/03/2025
U2040_S13,S13,1387,31/03/2025
guias_S13,S13,11,31/03/2025
V_var_S13,S13,199.4,31/03/2025
V_percent_S13,S13,299.4,31/03/2025
V_total_S14,S14,2772,07/04/2025
V_var_S14,S14,-33.2,07/04/2025
V_percent_S14,S14,200.1,07/04/2025
guias_S14,S14,13,07/04/2025
U2040_S14,S14,1385,07/04/2025
guias_S15,S15,14,14/04/2025
V_total_S15,S15,4161,14/04/2025
V_var_S15,S15,49.4,14/04/2025
U2040_S15,S15,1392,14/04/2025
V_percent_S15,S15,298.9,14/04/2025
V_var_S16,S16,33.3,21/04/2025
V_percent_S16,S16,398.6,21/04/2025
guias_S16,S16,13,21/04/2025
U2040_S16,S16,1393,21/04/2025
V_total_S16,S16,5552,21/04/2025
U2040_S17,S17,1389,27/04/2025
V_var_S17,S17,-74.9,27/04/2025
V_total_S17,S17,1387,27/04/2025
guias_S17,S17,12,27/04/2025
V_percent_S17,S17,99.9,27/04/2025
V_percent_S17,S17,498.4,28/04/2025
U2040_S17,S17,1393,28/04/2025
V_total_S17,S17,6943,28/04/2025
guias_S17,S17,13,28/04/2025
V_var_S17,S17,399.1,28/04/2025
V_total_S18,S18,2775,05/05/2025
V_var_S18,S18,-59.9,05/05/2025
guias_S18,S18,12,05/05/2025
V_percent_S18,S18,199.6,05/05/2025
U2040_S18,S18,1390,05/05/2025
V_var_S19,S19,50,12/05/2025
V_total_S19,S19,4166,12/05/2025
U2040_S19,S19,1391,12/05/2025
V_percent_S19,S19,299.5,12/05/2025
guias_S19,S19,12,12/05/2025
guias_S20,S20,12,19/05/2025
V_percent_S20,S20,397.4,19/05/2025
V_var_S20,S20,32.7,19/05/2025
V_total_S20,S20,5567,19/05/2025
U2040_S20,S20,1401,19/05/2025
U2040_S47,S47,1357,24/11/2024
guias_S47,S47,13,24/11/2024
V_var_S47,S47,,24/11/2024
V_total_S47,S47,1354,24/11/2024
V_percent_S47,S47,99.8,24/11/2024
U2040_S47,S47,1357,25/11/2024
V_total_S47,S47,2708,25/11/2024
V_percent_S47,S47,199.6,25/11/2024
V_var_S47,S47,100,25/11/2024
guias_S47,S47,13,25/11/2024
U2040_S48,S48,1351,01/12/2024
V_percent_S48,S48,99.9,01/12/2024
V_total_S48,S48,1349,01/12/2024
guias_S48,S48,13,01/12/2024
V_var_S48,S48,-50,01/12/2024
guias_S48,S48,13,02/12/2024
U2040_S48,S48,1351,02/12/2024
V_percent_S48,S48,199.7,02/12/2024
V_total_S48,S48,2698,02/12/2024
V_var_S48,S48,100,02/12/2024
U2040_S49,S49,1357,09/12/2024
V_percent_S49,S49,298.6,09/12/2024
guias_S49,S49,12,09/12/2024
V_total_S49,S49,4052,09/12/2024
V_var_S49,S49,49.5,09/12/2024
U2040_S52,S52,1350,29/12/2024
V_percent_S52,S52,100,29/12/2024
V_var_S52,S52,-66.5,29/12/2024
V_total_S52,S52,1350,29/12/2024
guias_S52,S52,11,29/12/2024
V_total_apr25,apr25,1387,30/03/2025
V_percent_apr25,apr25,100,30/03/2025
V_percent_apr25,apr25,200.1,07/04/2025
V_total_apr25,apr25,2772,07/04/2025
V_total_apr25,apr25,4161,14/04/2025
V_percent_apr25,apr25,298.9,14/04/2025
V_percent_apr25,apr25,398.6,21/04/2025
V_total_apr25,apr25,5552,21/04/2025
V_percent_apr25,apr25,498.4,28/04/2025
V_total_apr25,apr25,6943,28/04/2025
V_percent_dec24,dec24,99.9,01/12/2024
V_total_dec24,dec24,1349,01/12/2024
V_total_dec24,dec24,2698,02/12/2024
V_percent_dec24,dec24,199.7,02/12/2024
V_total_dec24,dec24,4052,09/12/2024
V_percent_dec24,dec24,298.6,09/12/2024
V_total_feb25,feb-25,1346,26/01/2025
V_percent_feb25,feb-25,100,26/01/2025
V_total_feb25,feb-25,2693,03/02/2025
V_percent_feb25,feb-25,199.9,03/02/2025
V_total_feb25,feb-25,4038,10/02/2025
V_percent_feb25,feb-25,300.2,10/02/2025
V_total_jan25,jan25,1350,29/12/2024
V_percent_jan25,jan25,100,29/12/2024
V_percent_jan25,jan25,199.9,06/01/2025
V_total_jan25,jan25,2702,06/01/2025
V_percent_jan25,jan25,299.3,20/01/2025
V_total_jan25,jan25,4058,20/01/2025
V_percent_jan25,jan25,399,27/01/2025
V_total_jan25,jan25,5415,27/01/2025
V_total_mar25,mar-25,1383,23/03/2025
V_percent_mar25,mar-25,100,23/03/2025
V_percent_mar25,mar-25,200,24/03/2025
V_total_mar25,mar-25,2766,24/03/2025
V_percent_mar25,mar-25,299.4,31/03/2025
V_total_mar25,mar-25,4153,31/03/2025
V_percent_may25,may-25,99.9,27/04/2025
V_total_may25,may-25,1387,27/04/2025
V_total_may25,may-25,2775,05/05/2025
V_percent_may25,may-25,199.6,05/05/2025
V_total_may25,may-25,4166,12/05/2025
V_percent_may25,may-25,299.5,12/05/2025
V_percent_may25,may-25,397.4,19/05/2025
V_total_may25,may-25,5567,19/05/2025
V_percent_nov24,nov-24,99.8,24/11/2024
V_total_nov24,nov-24,1354,24/11/2024
V_total_nov24,nov-24,2708,25/11/2024
V_percent_nov24,nov-24,199.6,25/11/2024
V_E_percent_S01,S01,0,06/01/2025
V_E_percent_S01,S01,,04/01/2021
V_E_percent_S01,S01,,03/01/2022
V_E_percent_S01,S01,,08/01/2024
V_E_percent_S01,S01,,02/01/2023
V_E_total_S01,S01,0,02/01/2023
V_E_total_S01,S01,0,04/01/2021
V_E_total_S01,S01,0,08/01/2024
V_E_total_S01,S01,0,03/01/2022
V_E_total_S01,S01,0,06/01/2025
V_E_var_S01,S01,,03/01/2022
V_E_var_S01,S01,,06/01/2025
V_E_var_S01,S01,,04/01/2021
V_E_var_S01,S01,,02/01/2023
V_E_var_S01,S01,,08/01/2024
f2040_S01,S01,1,06/01/2025
f2040_S01,S01,0,02/01/2023
f2040_S01,S01,0,08/01/2024
f2040_S01,S01,0,04/01/2021
f2040_S01,S01,0,03/01/2022
V_E_percent_S02,S02,,09/01/2023
V_E_percent_S02,S02,0,13/01/2025
V_E_percent_S02,S02,,11/01/2021
V_E_percent_S02,S02,,10/01/2022
V_E_total_S02,S02,0,09/01/2023
V_E_total_S02,S02,0,13/01/2025
V_E_total_S02,S02,0,10/01/2022
V_E_total_S02,S02,0,11/01/2021
V_E_var_S02,S02,,11/01/2021
V_E_var_S02,S02,,13/01/2025
V_E_var_S02,S02,,10/01/2022
V_E_var_S02,S02,,09/01/2023
f2040_S02,S02,0,09/01/2023
f2040_S02,S02,1,13/01/2025
f2040_S02,S02,0,11/01/2021
f2040_S02,S02,0,10/01/2022
V_E_percent_S03,S03,,16/01/2023
V_E_percent_S03,S03,,18/01/2021
V_E_percent_S03,S03,,20/01/2020
V_E_percent_S03,S03,,22/01/2024
V_E_percent_S03,S03,0,20/01/2025
V_E_total_S03,S03,0,18/01/2021
V_E_total_S03,S03,0,16/01/2023
V_E_total_S03,S03,0,22/01/2024
V_E_total_S03,S03,0,20/01/2025
V_E_total_S03,S03,0,20/01/2020
V_E_var_S03,S03,,18/01/2021
V_E_var_S03,S03,,20/01/2020
V_E_var_S03,S03,,20/01/2025
V_E_var_S03,S03,,22/01/2024
V_E_var_S03,S03,,16/01/2023
f2040_S03,S03,0,18/01/2021
f2040_S03,S03,0,20/01/2020
f2040_S03,S03,0,16/01/2023
f2040_S03,S03,0,22/01/2024
f2040_S03,S03,1,20/01/2025
V_E_percent_S04,S04,,23/01/2023
V_E_percent_S04,S04,,29/01/2024
V_E_percent_S04,S04,,24/01/2022
V_E_percent_S04,S04,,25/01/2021
V_E_percent_S04,S04,,27/01/2020
V_E_percent_S04,S04,0,27/01/2025
V_E_total_S04,S04,0,24/01/2022
V_E_total_S04,S04,0,25/01/2021
V_E_total_S04,S04,0,29/01/2024
V_E_total_S04,S04,0,27/01/2025
V_E_total_S04,S04,0,27/01/2020
V_E_total_S04,S04,0,23/01/2023
V_E_var_S04,S04,,27/01/2020
V_E_var_S04,S04,,25/01/2021
V_E_var_S04,S04,,24/01/2022
V_E_var_S04,S04,,27/01/2025
V_E_var_S04,S04,,23/01/2023
V_E_var_S04,S04,,29/01/2024
f2040_S04,S04,0,25/01/2021
f2040_S04,S04,0,27/01/2020
f2040_S04,S04,0,29/01/2024
f2040_S04,S04,0,24/01/2022
f2040_S04,S04,1,27/01/2025
f2040_S04,S04,0,23/01/2023
V_E_percent_S05,S05,,31/01/2022
V_E_percent_S05,S05,,03/02/2020
V_E_percent_S05,S05,,30/01/2023
V_E_percent_S05,S05,0,03/02/2025
V_E_total_S05,S05,0,03/02/2020
V_E_total_S05,S05,0,31/01/2022
V_E_total_S05,S05,0,03/02/2025
V_E_total_S05,S05,0,30/01/2023
V_E_var_S05,S05,,30/01/2023
V_E_var_S05,S05,,31/01/2022
V_E_var_S05,S05,,03/02/2025
V_E_var_S05,S05,,03/02/2020
f2040_S05,S05,1,03/02/2025
f2040_S05,S05,0,03/02/2020
f2040_S05,S05,0,31/01/2022
f2040_S05,S05,0,30/01/2023
V_E_percent_S06,S06,,08/02/2021
V_E_percent_S06,S06,,07/02/2022
V_E_percent_S06,S06,0,10/02/2025
V_E_percent_S06,S06,,12/02/2024
V_E_percent_S06,S06,,06/02/2023
V_E_total_S06,S06,0,12/02/2024
